Title,col,Price,Field2_links
Fearful Symmetry & The Cursed Prince,12 dec 2017,"
                        9,99€                    ",https://store.steampowered.com/app/725080/Fearful_Symmetry__The_Cursed_Prince/?snr=1_7_7_230_150_393
Merper VR,2 nov 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/725510/Merper_VR/?snr=1_7_7_230_150_393
Moonatees,29 mrt 2017,"
                        Gratis                    ",https://store.steampowered.com/app/607770/Moonatees/?snr=1_7_7_230_150_393
DeathTolls Experience,24 apr 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/847900/DeathTolls_Experience/?snr=1_7_7_230_150_393
Mermaid Mission: Titanic,6 jun 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/849800/Mermaid_Mission_Titanic/?snr=1_7_7_230_150_393
Skip's Sanity,25 mei 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/850710/Skips_Sanity/?snr=1_7_7_230_150_393
Colony Prospector,25 apr 2018,"
                        3,99€                    ",https://store.steampowered.com/app/843510/Colony_Prospector/?snr=1_7_7_230_150_393
Forest Below,18 mei 2018,"
                        Gratis                    ",https://store.steampowered.com/app/843620/Forest_Below/?snr=1_7_7_230_150_393
Cyadonia,7 mei 2018,"
                        Gratis                    ",https://store.steampowered.com/app/843930/Cyadonia/?snr=1_7_7_230_150_393
Beer and Skittls VR,29 mrt 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/822700/Beer_and_Skittls_VR/?snr=1_7_7_230_150_393
Tori,19 apr 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/822940/Tori/?snr=1_7_7_230_150_393
Balloonatics,13 feb 2018,"
                        8,19€                    ",https://store.steampowered.com/app/744600/Balloonatics/?snr=1_7_7_230_150_393
Rail Recon,23 jan 2018,"
                        Gratis                    ",https://store.steampowered.com/app/746860/Rail_Recon/?snr=1_7_7_230_150_393
Escape the Darkness,3 apr 2018,"
                        0,79€                    ",https://store.steampowered.com/app/793200/Escape_the_Darkness/?snr=1_7_7_230_150_393
Turtle: Voidrunner,27 okt 2017,"
                        Gratis                    ",https://store.steampowered.com/app/729180/Turtle_Voidrunner/?snr=1_7_7_230_150_393
Wheelbarrow Warrior,22 jan 2019,"
                        Gratis                    ",https://store.steampowered.com/app/729820/Wheelbarrow_Warrior/?snr=1_7_7_230_150_393
Legacy of Lina,2 nov 2018,"
                        2,39€                    ",https://store.steampowered.com/app/940830/Legacy_of_Lina/?snr=1_7_7_230_150_394
Gundy,10 mrt 2020,"
                        Gratis                    ",https://store.steampowered.com/app/941640/Gundy/?snr=1_7_7_230_150_394
Dog Jam,13 okt 2018,"
                        3,99€                    ",https://store.steampowered.com/app/895120/Dog_Jam/?snr=1_7_7_230_150_394
B. Braun Aesculap Spine VR,19 apr 2019,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/914030/B_Braun_Aesculap_Spine_VR/?snr=1_7_7_230_150_394
DASH: Danger Action Speed Heroes,6 jun 2019,"
                        8,19€                    ",https://store.steampowered.com/app/898910/DASH_Danger_Action_Speed_Heroes/?snr=1_7_7_230_150_394
The Plant,23 jul 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/889320/The_Plant/?snr=1_7_7_230_150_394
Trials of Guinevere,31 dec 2019,"
                        7,39€                    ",https://store.steampowered.com/app/1103130/Trials_of_Guinevere/?snr=1_7_7_230_150_394
Dots: Revamped!,24 jul 2019,"
                        Gratis                    ",https://store.steampowered.com/app/1104930/Dots_Revamped/?snr=1_7_7_230_150_394
Domiverse,7 mrt 2018,"
                        12,99€                    ",https://store.steampowered.com/app/598880/Domiverse/?snr=1_7_7_230_150_394
Kimmy,18 apr 2017,"
                        9,99€                    ",https://store.steampowered.com/app/600660/Kimmy/?snr=1_7_7_230_150_394
Spark,10 nov 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/601130/Spark/?snr=1_7_7_230_150_394
Adjacency,9 jun 2017,"
                        2,39€                    ",https://store.steampowered.com/app/601920/Adjacency/?snr=1_7_7_230_150_394
Diorama Worlds,14 jun 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/602630/Diorama_Worlds/?snr=1_7_7_230_150_394
Rubber Ball VR,9 mrt 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/603630/Rubber_Ball_VR/?snr=1_7_7_230_150_394
One Night,17 feb 2018,"
                        Gratis                    ",https://store.steampowered.com/app/752180/One_Night/?snr=1_7_7_230_150_394
Muppy The Bunny : The Danger of Wishes,30 apr 2019,"
                                            ",https://store.steampowered.com/app/1068520/Muppy_The_Bunny__The_Danger_of_Wishes/?snr=1_7_7_230_150_394
SCORCH,15 mei 2021,"
                        Gratis                    ",https://store.steampowered.com/app/1606580/SCORCH/?snr=1_7_7_230_150_394
Max and the Magic Marker,12 mei 2010,"
                                            ",https://store.steampowered.com/app/50820/Max_and_the_Magic_Marker/?snr=1_7_7_230_150_394
Isbarah,25 feb 2015,"
                        13,99€                    ",https://store.steampowered.com/app/333510/Isbarah/?snr=1_7_7_230_150_394
Chainless,24 mrt 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/589680/Chainless/?snr=1_7_7_230_150_394
Carlos III y la difusión de la antigüedad,13 mrt 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/590440/Carlos_III_y_la_difusin_de_la_antigedad/?snr=1_7_7_230_150_394
Vectonic,15 feb 2017,"
                        Gratis                    ",https://store.steampowered.com/app/590770/Vectonic/?snr=1_7_7_230_150_394
Don't Get Hit In The Face,1 jan 2018,"
                        6,99€                    ",https://store.steampowered.com/app/594200/Dont_Get_Hit_In_The_Face/?snr=1_7_7_230_150_394
Super Amazeballs,16 mei 2017,"
                        3,99€                    ",https://store.steampowered.com/app/594980/Super_Amazeballs/?snr=1_7_7_230_150_394
Cartesian,18 feb 2017,"
                        Gratis                    ",https://store.steampowered.com/app/596470/Cartesian/?snr=1_7_7_230_150_394
Kingdoms Of Marazia: Classic,6 aug 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/672310/Kingdoms_Of_Marazia_Classic/?snr=1_7_7_230_150_394
AESCULAP® OrthoPilot®Elite VR Palpation,18 sep 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/686950/AESCULAP_OrthoPilotElite_VR_Palpation/?snr=1_7_7_230_150_394
Solaris,5 jul 2021,"
                        Gratis                    ",https://store.steampowered.com/app/1623930/Solaris/?snr=1_7_7_230_150_394
Escape the Darkness,3 apr 2018,"
                        0,79€                    ",https://store.steampowered.com/app/793200/Escape_the_Darkness/?snr=1_7_7_230_150_394
The Lone Chameleon,27 feb 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/808580/The_Lone_Chameleon/?snr=1_7_7_230_150_394
Spartaga,28 aug 2017,"
                        8,19€                    ",https://store.steampowered.com/app/657930/Spartaga/?snr=1_7_7_230_150_394
Chambered,20 jul 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/658230/Chambered/?snr=1_7_7_230_150_394
Battle Shapes,4 jan 2019,"
                        3,99€                    ",https://store.steampowered.com/app/755520/Battle_Shapes/?snr=1_7_7_230_150_394
Lonely Astronaut,16 mrt 2018,"
                        Gratis                    ",https://store.steampowered.com/app/755830/Lonely_Astronaut/?snr=1_7_7_230_150_394
Knockout Checkers Chamber,18 dec 2017,"
                        17,99€                    ",https://store.steampowered.com/app/750660/Knockout_Checkers_Chamber/?snr=1_7_7_230_150_394
Astrohazard Solutions Ltd.,11 dec 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/751260/Astrohazard_Solutions_Ltd/?snr=1_7_7_230_150_394
Chronicles of cyberpunk,7 dec 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/742470/Chronicles_of_cyberpunk/?snr=1_7_7_230_150_394
Keep Rollin!,21 nov 2017,"
                        3,29€                    ",https://store.steampowered.com/app/742540/Keep_Rollin/?snr=1_7_7_230_150_394
Drunkenpants,5 jan 2018,"
                        Gratis                    ",https://store.steampowered.com/app/758280/Drunkenpants/?snr=1_7_7_230_150_394
Kinese,16 mrt 2018,"
                        Gratis                    ",https://store.steampowered.com/app/632080/Kinese/?snr=1_7_7_230_150_394
The Cable Center - Virtual Archive,7 apr 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/612440/The_Cable_Center__Virtual_Archive/?snr=1_7_7_230_150_394
Mouse Playhouse,31 mrt 2017,"
                        Gratis                    ",https://store.steampowered.com/app/612590/Mouse_Playhouse/?snr=1_7_7_230_150_394
The Royal Cosmonautical Society,10 aug 2017,"
                        4,99€                    ",https://store.steampowered.com/app/669340/The_Royal_Cosmonautical_Society/?snr=1_7_7_230_150_394
Malatzshia,24 dec 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/670400/Malatzshia/?snr=1_7_7_230_150_394
Battle Summoners VR,23 mei 2017,"
                                            ",https://store.steampowered.com/app/624830/Battle_Summoners_VR/?snr=1_7_7_230_150_394
Knightfall,4 sep 2017,"
                                            ",https://store.steampowered.com/app/625000/Knightfall/?snr=1_7_7_230_150_394
DASH: Danger Action Speed Heroes,6 jun 2019,"
                        8,19€                    ",https://store.steampowered.com/app/898910/DASH_Danger_Action_Speed_Heroes/?snr=1_7_7_230_150_395
Through The Tomb,15 jun 2018,"
                        Gratis                    ",https://store.steampowered.com/app/868070/Through_The_Tomb/?snr=1_7_7_230_150_395
Qybe,24 okt 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/868500/Qybe/?snr=1_7_7_230_150_395
The Plant,23 jul 2018,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/889320/The_Plant/?snr=1_7_7_230_150_395
Cube Zone,15 mei 2018,"
                        3,99€                    ",https://store.steampowered.com/app/834380/Cube_Zone/?snr=1_7_7_230_150_395
Damaged In Transit,24 mrt 2020,"
                        12,49€                    ",https://store.steampowered.com/app/1063120/Damaged_In_Transit/?snr=1_7_7_230_150_395
King of the Cul-De-Sac,24 sep 2020,"
                        Gratis                    ",https://store.steampowered.com/app/1064030/King_of_the_CulDeSac/?snr=1_7_7_230_150_395
OFFSIDE,18 sep 2019,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1066310/OFFSIDE/?snr=1_7_7_230_150_395
Fowl Magic,22 aug 2019,"
                        Gratis                    ",https://store.steampowered.com/app/1137860/Fowl_Magic/?snr=1_7_7_230_150_395
I Am Gooey,27 aug 2019,"
                        Gratis                    ",https://store.steampowered.com/app/1137900/I_Am_Gooey/?snr=1_7_7_230_150_395
Aftermoor,26 aug 2019,"
                        Gratis                    ",https://store.steampowered.com/app/1138010/Aftermoor/?snr=1_7_7_230_150_395
Inner,15 aug 2019,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1133210/Inner/?snr=1_7_7_230_150_395
Langton's Ant,29 aug 2020,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1123090/Langtons_Ant/?snr=1_7_7_230_150_395
Emergency 2013,9 nov 2012,"
                                            ",https://store.steampowered.com/app/222820/Emergency_2013/?snr=1_7_7_230_150_395
Hotel Tutwin,15 apr 2019,"
                        Gratis                    ",https://store.steampowered.com/app/1049420/Hotel_Tutwin/?snr=1_7_7_230_150_395
Sandbox Anything,19 dec 2019,"
                        Gratis                    ",https://store.steampowered.com/app/1054370/Sandbox_Anything/?snr=1_7_7_230_150_395
